date,product_code,registration_no,company,company_en,company_raw,commodity,commodity_mn,product_type,grade,grade_mn,contract_type,bidders,start_price,deal_price,currency,price_unit,total_value,premium_pct,lots,quantity_t,quantity_source,quality
2024-10-03,C01-2024100301,ER-24228,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,1050.0,1150.0,CNY,тонн,22080000.0,9.52,3.0,19200.0,reported,"Ash (dry,%) ≤ 11.0% | Volatile matter | (dry, ash free basis,%) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture | (as recieved,%) ≤ 10.0% | G index ≥ 75"
2024-10-02,FE01-2024100201,MRTSM-254,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,1,85.0,85.0,USD,тонн,1683000.0,0.0,6.0,19800.0,reported,H2O (7-10%) | Al2O3 (0.4%-1%) | S (0.02%-0.08%) | SiO2 (3%-8%) | Fe (<65%) | TiO2 (0.01%-0.08%) | P (0.01%-0.03%)
2024-10-02,C08-2024100203,ANDIIN ILCH-02,Андын Илч ХХК,Андын Илч ХХК,Андын Илч ХХК,Coal,Нүүрс,Боловсруулаагүй,Чийг багатай хүрэн нүүрс,Чийг багатай хүрэн нүүрс,Форвард,1,190.0,190.0,CNY,тонн,8512000.0,0.0,7.0,44800.0,reported,Sulphur-1.73% | Nloisturer/H2O/- 22.1% | Calorific value with (moisture) - 4285.00< | Caloliflc value with (cal)  - 2893.00 /cal/-kg | Ash - 33.60% | volatile - 48.90%
2024-10-02,C02-2024100202,KH-24008,Хангад Эксплорэйшн ХХК,Khangad Exploration,Хангад Эксплорэйшн ХХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,2,850.0,950.0,CNY,тонн,12160000.0,11.76,2.0,12800.0,reported,"Ash(dry,%) - ≤9.5% | Volatile matter (dry, ash free basis,%) - >28.0% | Sulfur (dry, %) ≤0.85% | Total moisture (as recieved, %) ≤10.0% | G index ≥65"
2024-10-02,C01-2024100201,ER-24227,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1050.0,1170.0,CNY,тонн,22464000.0,11.43,3.0,19200.0,reported,"Ash (dry,%) ≤ 11.0% | Volatile matter | (dry, ash free basis,%) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture | (as recieved,%) ≤ 10.0% | G index ≥ 75"
2024-10-01,FE03-2024100101,MRTSM-249,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,69.0,USD,тонн,455400.0,6.15,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-10-01,FE01-2024100102,MRTSM-253,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,2,85.0,85.0,USD,тонн,1683000.0,0.0,6.0,19800.0,reported,H2O (7-10%) | Al2O3 (0.4%-1%) | S (0.02%-0.08%) | SiO2 (3%-8%) | Fe (<65%) | TiO2 (0.01%-0.08%) | P (0.01%-0.03%)
2024-09-30,FE01-2024093001,MRTSM-252,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,1,85.0,85.0,USD,тонн,1683000.0,0.0,6.0,19800.0,reported,H2O (7-10%) | Al2O3 (0.4%-1%) | S (0.02%-0.08%) | SiO2 (3%-8%) | Fe (<65%) | TiO2 (0.01%-0.08%) | P (0.01%-0.03%)
2024-09-30,C01-2024093001,ER-24226,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1050.0,1140.0,CNY,тонн,21888000.0,8.57,3.0,19200.0,reported,"Ash (dry,%) ≤ 11.0% | Volatile matter | (dry, ash free basis,%) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture | (as recieved,%) ≤ 10.0% | G index ≥ 75"
2024-09-27,FE03-2024092701,MRTSM-248,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,1,65.0,65.0,USD,тонн,429000.0,0.0,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.07% | SiO2 5%-11% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-27,FE01-2024092702,MRTSM-251,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,1,85.0,85.0,USD,тонн,1683000.0,0.0,6.0,19800.0,reported,H2O (7-10%) | Al2O3 (0.4%-1%) | S (0.02%-0.08%) | SiO2 (3%-8%) | Fe (<65%) | TiO2 (0.01%-0.08%) | P (0.01%-0.03%)
2024-09-27,C03-2024092702,TTL-010,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,4,125.0,125.5,USD,тонн,6425600.0,0.4,8.0,51200.0,reported,"Ash (db): 15,09 (-3.0 | +3.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 1,02 | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +0.5) | Y- index ≤25mm"
2024-09-26,C03-2024092602,TTL-009,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,3,125.0,128.5,USD,тонн,6579200.0,2.8,8.0,51200.0,reported,"Ash (db): 15.09 (-3.0, 3.0+) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 1,02 | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +0.5) | Y- index ≤25mm"
2024-09-26,C01-2024092601,ER-24224,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,1,1050.0,1050.0,CNY,тонн,20160000.0,0.0,3.0,19200.0,reported,"Ash (dry,%) ≤ 11.0% | Volatile matter | (dry, ash free basis,%) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture | (as recieved,%) ≤ 10.0% | G index ≥ 75"
2024-09-25,FE03-2024092501,MRTSM-247,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,2,65.0,66.0,USD,тонн,435600.0,1.54,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.07% | SiO2 5%-11% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-25,FE02-2024092502,DMP-24142,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,1,60.0,60.0,USD,тонн,3564000.0,0.0,18.0,59400.0,reported,"Fe (58%) | S (2.5%) | Al2O3 (2.0%) | SiO2 (5.0%) | TiO2 (0.1%) | P (0.01%) | Fraction (0-10mm, 10-40mm)"
2024-09-24,C06-2024092401,ER-24222,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,10,450.0,470.0,CNY,тонн,9024000.0,4.44,3.0,19200.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-09-23,FE03-2024092301,MRTSM-246,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,65.5,USD,тонн,432300.0,0.77,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.07% | SiO2 5%-11% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-23,C04-2024092302,ETT-24-16-1-3-23,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,2,83.4,83.4,USD,тонн,21350400.0,0.0,40.0,256000.0,reported,Ash (db): 23.0 (-5.0 | +5.0) | Total moisture (ar): 3.5 (-1.0 | +1.0) | Volatile (daf): 32.5 (-1.5 | +1.5) | Total sulphur (ad): 1.1 (-0.5 | +0.5) | G-Index (5:1): 70 (-5.0 | +10.0
2024-09-19,FE03-2024091901,MRTSM-245,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,65.5,USD,тонн,432300.0,0.77,2.0,6600.0,reported,
2024-09-18,FE02-2024091801,DMP-24141,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,1,60.0,60.0,USD,тонн,3564000.0,0.0,18.0,59400.0,reported,
2024-09-17,FE03-2024091701,MRTSM-244,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,67.5,USD,тонн,445500.0,3.85,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-17,C06-2024091701,ER-24218,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,7,450.0,470.0,CNY,тонн,9024000.0,4.44,3.0,19200.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-09-13,FE03-2024091301,MRTSM-240,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,66.5,USD,тонн,438900.0,2.31,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-13,FE02-2024091302,DMP-24140,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,3,60.0,66.5,USD,тонн,3950100.0,10.83,18.0,59400.0,reported,"Fe (58%) | S (2.5%) | Al2O3 (2.0%) | SiO2 (5.0%) | TiO2 (0.1%) | P (0.01%) | Fraction (0.10mm, 10-40mm)"
2024-09-12,FE03-2024091201,MRTSM-243,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,67.0,USD,тонн,1326600.0,3.08,6.0,19800.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-12,C06-2024091202,MTO-0830,Мөнх тэнүүн оргил ХХК,Мөнх тэнүүн оргил ХХК,Мөнх тэнүүн оргил ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,1,105.0,105.0,USD,тонн,672000.0,0.0,1.0,6400.0,reported,"Үнслэг (хуурай,%) ≤ 18+-3% | Дэгдэмхий бодис (үнсгүй хуурай,%) | >25% | Хүхэр (хуурай, %) ≤ 0.7% | Нийт чийглэг (хүлээн авах үеийн | төлөв,%) ≤ 10% | G индекс 55 | Илчлэг (ккал/кг) ≤5800"
2024-09-11,FE03-2024091101,MRTSM-239,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,67.5,USD,тонн,445500.0,3.85,2.0,6600.0,reported,
2024-09-10,FE03-2024091001,MRTSM-242,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,66.5,USD,тонн,1316700.0,2.31,6.0,19800.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-10,C06-2024091001,ER-24215,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,10,450.0,460.0,CNY,тонн,8832000.0,2.22,3.0,19200.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-09-09,FE03-2024090904,MRTSM-241,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,65.0,USD,тонн,1287000.0,0.0,6.0,19800.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-09,FE03-2024090903,MRTSM-238,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,71.0,USD,тонн,468600.0,9.23,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-06,CAF03-2024081501,EG-03,Эрд гео ХХК,Эрд гео ХХК,Эрд гео ХХК,Fluorspar,Жонш,Хүдэр,CaF2 35-40% Хайлуур жоншны хүдэр,CaF2 35-40% Хайлуур жоншны хүдэр,Форвард,1,500.0,503.0,CNY,тонн,1634750.0,0.6,50.0,3250.0,reported,CaF2 38.59% /-3.59% | +1.41%/ | CaCO3 1.07% | SiO2 48.78% | S <0.05 | P <0.01
2024-09-06,C04-2024090602,24-15-1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,2,88.5,91.5,USD,тонн,23424000.0,3.39,40.0,256000.0,reported,Ash (db) 23.0 (-5.0 | +5.0) | Volatile (daf) 32.5 (-1.5 | +1.5) | Total sulfur (db) 1.1 (-0.5 | +0.5) | Total moisture (ar) 3.5 (-1.0 | +1.0) | G-Index (5:1) 70 (-5.0 | +10.0)
2024-09-05,FE03-2024090501,MRTSM-237,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,70.5,USD,тонн,465300.0,8.46,2.0,6600.0,reported,
2024-09-03,FE03-2024090301,MRTSM-236,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,7,65.0,71.0,USD,тонн,468600.0,9.23,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-09-03,CO8-20240903,AI-01,Андын Илч ХХК,Андын Илч ХХК,Андын Илч ХХК,Coal,Нүүрс,Боловсруулаагүй,Чийг багатай хүрэн нүүрс,Чийг багатай хүрэн нүүрс,Форвард,1,180.0,180.0,CNY,тонн,9216000.0,0.0,8.0,51200.0,reported,Sulphur 1.57% | Moisture 25.07% | Calorific value (w) 3750 kkal | Calorific value (cal) 4952 kkal | Ash 14.9% | Volatile 50.1%
2024-09-03,C06-2024090302,ER-24211,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,9,450.0,460.0,CNY,тонн,8832000.0,2.22,3.0,19200.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-08-30,FE03-2024083001,MRTSM-235,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,72.5,USD,тонн,478500.0,11.54,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-08-30,C04-2024083002,ETT-24-14-1-3-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,3,87.6,92.1,USD,тонн,11788800.0,5.14,20.0,128000.0,reported,Ash (db) 23.0 (-5.0 | +5.0) | Volatile (daf) 32.5 (-1.5 | +1.5) | Total sulfur (db) 1.1 (-0.5 | +0.5) | Total moisture (ar) 3.5 (-1.0 | +1.0) | G-Index (5:1) 70 (-5.0 | +10.0)
2024-08-29,C06-2024082901,ER-24208,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,9,450.0,460.0,CNY,тонн,11776000.0,2.22,4.0,25600.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-08-28,FE03-2024082801,MRTSM-234,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,71.0,USD,тонн,468600.0,9.23,2.0,6600.0,reported,
2024-08-27,C06-2024082701,ER-24206,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,6,450.0,460.0,CNY,тонн,11776000.0,2.22,4.0,25600.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-08-26,FE03-2024082601,MRTSM-233,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,68.0,USD,тонн,448800.0,4.62,2.0,6600.0,reported,
2024-08-23,FE02-2024082301,DMP-24139,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,5,60.0,70.0,USD,тонн,4158000.0,16.67,18.0,59400.0,reported,"Fe (57-59%) | S (2.5%) | Al2O3 (2.0%) | SiO2 (5.0%) | TiO2 (0.1%) | P (0.01%) | Fraction (0.10mm, 10-40mm)"
2024-08-23,C05-2024082302,ETT24-15-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,2,50.8,52.8,USD,тонн,6758400.0,3.94,20.0,128000.0,reported,Ash (db) 21.5 (-5.0 | +5.0) | Volatile (daf) 34.0 max | Total sulfur (db) ≤1.5% | Total moisture (ar) 6.0 (-3.0 | +3.0) | Calorific (cal/g) 5500 (-500 | +700) | G-Index (5:1) <5
2024-08-22,FE03-2024082201,MRTSM-232,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,2,65.0,65.0,USD,тонн,429000.0,0.0,2.0,6600.0,reported,H2O 0.5-1.0% | Al203 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2024-08-22,FE02-2024082202,DMP-24138,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,6,60.0,69.0,USD,тонн,4098600.0,15.0,18.0,59400.0,reported,"Fe (57-59%) | S (2.5%) | Al2O3 (2.0%) | SiO2 (5.0%) | TiO2 (0.1%) | P (0.01%) | Fraction (0.10mm, 10-40mm)"
2024-08-22,C06-2024082201,ER-24203,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,6,450.0,450.0,CNY,тонн,11520000.0,0.0,4.0,25600.0,reported,"Ash (dry,%) ≤ 25.0% | Volatile matter | (dry, ash free basis,%) >10.0%-28.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture | (as recieved,%) ≤ 10.0% | G index >20-60 | Calorific Value | (Kcal/kg) ≈5500"
2024-08-20,C06-2024082001,ER-24201,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,5,450.0,460.0,CNY,тонн,11776000.0,2.22,4.0,25600.0,reported,
