date,product_code,registration_no,company,company_en,company_raw,commodity,commodity_mn,product_type,grade,grade_mn,contract_type,bidders,start_price,deal_price,currency,price_unit,total_value,premium_pct,lots,quantity_t,quantity_source,quality
2026-09-24,MO01-2026092401,ERD-11-2026,Эрдэнэт Үйлдвэр ТӨҮГ,Erdenet Mining Corporation,Эрдэнэт Үйлдвэр ТӨҮГ,Molybdenum,Молибден,Баяжмал,Molybdenum concentrate (>=44% Mo),44%-c багагүй молибдены агуулгатай баяжмал,Форвард,3,28504.17,34754.17,USD,тонн,17356511.0,21.93,14.0,499.408,implied (total / price),Molybdenum /Mo/ >44% | Copper /Cu/ <3% | Arsenic /As/ <0.05% | Moisture and Oil 9-12% | Phosphorus /P/ <0.1% | Iron /Fe/ <4% | Zinc /Zn/ <0.07% | Lead /Pb/ <0.14% | Sulfur /S/ <37% | Silver /Ag/ 30-45 gr/tn | Rhenium /Re/ 300-500 gr/tn
2026-09-24,C10-2026092401,ER-26186,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,3,500.0,545.0,CNY,тонн,10464000.0,9.0,3.0,19200.0,reported,"Ash (dry, %) ≤ 23.0% | Volatile matter (dry, ash free basis, %) ≤ 37.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture (as received, %) ≤ 9.0% | Calorific Value (Kcal/kg) ≈5500"
2026-09-23,FE03-2026092301,ECM-26-143,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,68.0,USD,тонн,448800.0,4.62,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-23,C01-2026092303,ER-26185,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1150.0,1290.0,CNY,тонн,16512000.0,12.17,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-22,FE03-2026092201,ECM-26-142,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Спот,4,72.0,75.5,USD,тонн,249150.0,4.86,1.0,3300.0,reported,
2026-09-21,FE03-2026092101,ECM-26-141,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Спот,2,72.0,74.0,USD,тонн,244200.0,2.78,1.0,3300.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe< 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-21,C01-2026092103,ER-26184,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1150.0,1295.0,CNY,тонн,16576000.0,12.61,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-18,FE03-2026091801,ECM-26-140,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,68.0,USD,тонн,448800.0,4.62,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-18,C01-2026091801,ER-26183,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,3,1150.0,1255.0,CNY,тонн,16064000.0,9.13,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %)>20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-17,C10-2026091701,ER-26182,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,3,500.0,555.0,CNY,тонн,10656000.0,11.0,3.0,19200.0,reported,
2026-09-16,FE03-2026091601,ECM-26-139,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,68.5,USD,тонн,452100.0,5.38,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-16,C01-2026091601,ER-26181,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,4,1150.0,1405.0,CNY,тонн,17984000.0,22.17,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %)>20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-15,C05-2026091504,2635-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,1,79.7,79.7,USD,тонн,20403200.0,0.0,40.0,256000.0,reported,
2026-09-14,FE03-2026091401,ECM-26-138,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,67.0,USD,тонн,442200.0,3.08,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-14,C01-2026091401,ER-26180,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,4,1150.0,1420.0,CNY,тонн,18176000.0,23.48,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %)>20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-11,C04-2026091104,TTOA-2026-043,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,3,160.0,160.0,USD,тонн,16384000.0,0.0,16.0,102400.0,reported,"Ash (db): 18.9 (-4.0, +6.0) | Volatile (daf): 29.1 (-1.0, +2.0) | Total sulphur (db): 0.9 (-0.3, +0.2) | G-index (5:1): 70.0 (-4.0, +5.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y-index ≤25mm"
2026-09-11,C03-2026091103,TTOA-2026-042,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,180.0,191.0,USD,тонн,19558400.0,6.11,16.0,102400.0,reported,"Ash (db): 15.64 (-4.0, +4.0) | Volatile (daf): 26.99 (-1.1, +1.1) | Total sulphur (db): 0.92 (-0.3, +0.2) | G-index (5:1): 76.0 (-4.0, +4.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y- index ≤25mm"
2026-09-11,C03-2026091102,TTOA-2026-041,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,4,180.0,191.0,USD,тонн,19558400.0,6.11,16.0,102400.0,reported,"Ash (db): 15.64 (-4.0, +4.0) | Volatile (daf): 26.99 (-1.1, +1.1) | Total sulphur (db): 0.92 (-0.3, +0.2) | G-index (5:1): 76.0 (-4.0, +4.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y- index ≤25mm"
2026-09-11,C01-2026091101,ER-26179,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1150.0,1445.0,CNY,тонн,18496000.0,25.65,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %)>20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-10,MO01-2026091001,ERD-10-2026,Эрдэнэт Үйлдвэр ТӨҮГ,Erdenet Mining Corporation,Эрдэнэт Үйлдвэр ТӨҮГ,Molybdenum,Молибден,Баяжмал,Molybdenum concentrate (>=44% Mo),44%-c багагүй молибдены агуулгатай баяжмал,Форвард,3,28317.9,33767.9,USD,тонн,15803377.0,19.25,13.0,468.0,implied (total / price),Молибден /Мо/ >44% | Зэс /Cu/ <3% | Хүнцэл /As/ <0.05% | Чийглэг /moisture/+Тос/Oil/ 9-12% | Фосфор /P/ <0.1% | Төмөр /Fe/ <4% | Цайр /Zn/ <0.07% | Хар тугалга /Pb/ <0.14% | Хүхэр /S/ <37% | Мөнгө /Ag/ 30-45 гр/тн | Рени /Re/ 300-500 гр/тн
2026-09-10,FE03-2026091001,ECM-26-137,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,66.5,USD,тонн,438900.0,2.31,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-10,C10-2026091003,TTOA-2026-040,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,3,63.0,70.0,USD,тонн,4480000.0,11.11,10.0,64000.0,reported,"Ash (db): 30.0 (-5, +5) | Volatile (daf): <37.0 | Total sulphur (db): <1.0 | G-index: ≤20.0 | Total moisture (ar): ≤9.0 | Calorific value (ar): >5000"
2026-09-10,C02-2026091002,TTOA-2026-039,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,3,120.0,120.5,USD,тонн,24678400.0,0.42,32.0,204800.0,reported,Ash (db): ≤12 | Volatile (daf): >28 | Total sulphur (db): ≤0.85 | G-index (5:1): ≥75.0 | Total moisture (ar): ≤10.0
2026-09-09,C05-2026090904,2632-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,6,69.7,84.7,USD,тонн,10841600.0,21.52,20.0,128000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): ≥6000 | G-Index (5:1): ≤30.0"
2026-09-09,C05-2026090903,2631-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,2,73.6,73.6,USD,тонн,18841600.0,0.0,40.0,256000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): ≥6000 | G-Index (5:1): ≤30.0"
2026-09-09,C03-2026090905,2636-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,2,187.5,187.5,USD,тонн,12000000.0,0.0,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-09-09,C03-2026090902,2635-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,187.5,192.0,USD,тонн,6144000.0,2.4,5.0,32000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-09-09,C01-2026090901,ER-26178,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,1150.0,1435.0,CNY,тонн,18368000.0,24.78,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %)>20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-08,FE01-2026090801,ECM-26-136,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,3,85.0,85.0,USD,тонн,1683000.0,0.0,6.0,19800.0,reported,H2O 7-10% | Al2O3 0.4%-1% | S 0.02%-0.08% | SiO2 3%-8% | Fe <65% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-08,C16-2026090803,TTOA-2026-038,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (sub-bituminous, weakly caking)","Эрчим хүчний нүүрс /Саб-битумт, сул барьцалдах нүүрс/",Форвард,6,36.0,75.5,USD,тонн,3865600.0,109.72,8.0,51200.0,reported,"Volatile (daf): >20-37% | Total sulphur (db): 1.5 (-0.3, +0.5) | Total moisture (ar): ≤9.0% | Cross Calorific value (ar) >4000 | G lndex >5-30"
2026-09-08,C05-2026090802,2630-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,5,69.7,69.7,USD,тонн,8921600.0,0.0,20.0,128000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): ≥6000 | G-Index (5:1): ≤30.0"
2026-09-08,C03-2026090801,2634-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,187.5,193.5,USD,тонн,12384000.0,3.2,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-09-07,FE03-2026090701,ECM-26-135,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,65.0,66.0,USD,тонн,435600.0,1.54,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe <52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-07,C05-2026090704,2629-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,4,69.7,73.9,USD,тонн,9459200.0,6.03,20.0,128000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): ≥6000 | G-Index (5:1): ≤30.0"
2026-09-07,C03-2026090702,2633-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,187.5,197.0,USD,тонн,6304000.0,5.07,5.0,32000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-09-07,C03-2026090405,2632-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,4,187.5,200.5,USD,тонн,12832000.0,6.93,10.0,64000.0,reported,"Ash (db): 15.0 (-3.0, +3.0) | Total moisture (ar): 3.0 (-2.0, +2.0) | Volatile (daf): >20.0-28.0 | Total sulphur (db): 0.9 (-0.3, +0.5) | G-Index (5:1): >65"
2026-09-07,C01-2026090701,ER-26177,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,1150.0,1455.0,CNY,тонн,18624000.0,26.52,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %)>20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-04,FE01-2026090401,ECM-26-134,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,1,85.0,85.0,USD,тонн,1683000.0,0.0,6.0,19800.0,reported,H2O 7-10% | Al2O3 0.4%-1% | S 0.02%-0.08% | SiO2 3%-8% | Fe <65% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-04,C08-2026090404,AND-8,Андын Илч ХХК,Андын Илч ХХК,Андын Илч ХХК,Coal,Нүүрс,Боловсруулаагүй,Чийг багатай хүрэн нүүрс,Чийг багатай хүрэн нүүрс,Форвард,2,180.0,210.0,CNY,тонн,10752000.0,16.67,8.0,51200.0,reported,"Sulfur (DB, %) >1,75% (+1%, -1%) | Calorific Value (Kcal/kg) (Qnet, AR)>3500-4000 | Total Moisture (AR, %) ≤30,0 | Ash (DB, %) >22,2% (+2%, -2%) | Volatile matter (DAF, %) >37,0"
2026-09-04,C05-2026090407,2628-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,3,63.9,66.3,USD,тонн,8486400.0,3.76,20.0,128000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): 5500 (-500, +500) | G-Index (5:1): ≤30.0"
2026-09-04,C05-2026090406,2627-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,2,73.6,73.6,USD,тонн,18841600.0,0.0,40.0,256000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): ≥6000 | G-Index (5:1):  ≤30.0"
2026-09-04,C03-2026090403,TTOA-2026-037,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,7,160.0,208.5,USD,тонн,42700800.0,30.31,32.0,204800.0,reported,"Ash (db): 15.64 (-4.0, +4.0) | Volatile (daf): 26.99 (-1.1, +1.1) | Total sulphur (db): 0.92 (-0.3, +0.2) | G-index (5:1): 76.0 (-4.0, +4.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y- index ≤25mm"
2026-09-04,C03-2026090402,TTOA-2026-036,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,7,160.0,210.5,USD,тонн,43110400.0,31.56,32.0,204800.0,reported,"Ash (db): 15.64 (-4.0, +4.0) | Volatile (daf): 26.99 (-1.1, +1.1) | Total sulphur (db): 0.92 (-0.3, +0.2) | G-index (5:1): 76.0 (-4.0, +4.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y- index ≤25mm"
2026-09-04,C01-2026090401,ER-26176,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,1150.0,1445.0,CNY,тонн,18496000.0,25.65,2.0,12800.0,reported,"Ash (dry, %) ≤ 11.0% | Volatile matter (dry, ash free basis, %) >20.0%-28.0% | Sulfur (dry, %) ≤ 0.85% | Total moisture (as received, %) ≤ 10.0% | G index ≥ 75"
2026-09-03,C10-2026090301,ER-26175,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,5,480.0,590.0,CNY,тонн,11328000.0,22.92,3.0,19200.0,reported,"Ash (dry, %) ≤ 23.0% | Volatile matter (dry, ash free basis, %) ≤ 37.0% | Sulfur (dry, %) ≤ 1.0% | Total moisture (as received, %) ≤ 9.0% | Calorific Value (Kcal/kg) ≈5500"
2026-09-03,C05-2026090303,2626-TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,4,69.7,74.8,USD,тонн,9574400.0,7.32,20.0,128000.0,reported,"Total moisture (ar): ≤9.0 | Volatile (daf): >20-37.0 | Total sulphur (db): 1.5 (-0.3, +0.5) | Calorific value (ar): ≥6000 | G-Index (5:1): ≤30.0"
2026-09-03,C02-2026090302,2636-13 WCO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,3,171.4,171.4,USD,тонн,10969600.0,0.0,10.0,64000.0,reported,Ash (db): ≤12 | Total moisture (ar): ≤10.0 | Volatile (daf): >28.0 | Total sulphur (db): ≤ 0.85 | G index (5:1): ≥75
2026-09-02,FE03-2026090201,ECM-26-133,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,70.0,USD,тонн,462000.0,7.69,2.0,6600.0,reported,H2O 0.5-1.0% | Al2O3 1%-3% | S 0.02%-0.05% | SiO2 5%-10% | Fe < 52% | TiO2 0.01%-0.08% | P 0.01%-0.03%
2026-09-02,C03-2026090203,TTOA-2026-035,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,8,160.0,212.5,USD,тонн,10880000.0,32.81,8.0,51200.0,reported,"Ash (db): 15.64 (-4.0, +4.0) | Volatile (daf): 26.99 (-1.1, +1.1) | Total sulphur (db): 0.92 (-0.3, +0.2) | G-index (5:1): 76.0 (-4.0, +4.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y- index ≤25mm"
2026-09-02,C03-2026090202,TTOA-2026-034,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,9,160.0,211.5,USD,тонн,10828800.0,32.19,8.0,51200.0,reported,"Ash (db): 15.64 (-4.0, +4.0) | Volatile (daf): 26.99 (-1.1, +1.1) | Total sulphur (db): 0.92 (-0.3, +0.2) | G-index (5:1): 76.0 (-4.0, +4.0) | Total moisture (ar): 1.9 (-0.5, +2.5) | Y- index ≤25mm"
